"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 10 15:43:30 IST 2023","Fri Mar 10 15:43:53 IST 2023","23313","","smoke/web-api.spec.js","","","","@demo1 view",""
